APPEND_OUT_HSP	5	12	0	20	-1	33	40	111	118
APPEND_OUT_HSP	5	13	0	19	-1	33	52	61	80
APPEND_OUT_HSP	5	14	1	18	2	26	32	82	88
APPEND_OUT_HSP	5	15	0	18	2	51	57	82	88
APPEND_OUT_HSP	5	16	0	18	2	63	65	111	113
APPEND_OUT_HSP	5	17	0	16	-2	93	95	73	75
APPEND_OUT_HSP	5	18	1	16	-2	68	69	73	74
APPEND_OUT_HSP	5	19	0	14	-1	33	35	106	108
APPEND_OUT_HSP	5	20	0	12	3	38	40	32	34
APPEND_OUT_HSP	5	21	0	10	2	102	104	74	76
